DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
1998-0450-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Andhra Pradesh, Hyderabad",,,No,No,No,,8000.0,Km2,,,,1998,9.0,20.0,1998,9.0,20.0,230.0,,375000.0,,375000.0,,,,,528600.0,988080.0,53.4976807934852,,2006-07-09,2023-09-25
1998-0455-IND,Yes,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Bihar, Rajasthan, Jammu and Cachemire states",,,No,No,No,,,°C,,,,1998,12.0,15.0,1998,12.0,15.0,100.0,,,,,,,,,,,53.4976807934852,,2003-07-01,2023-09-25
1999-0099-IND,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IND,India,Southern Asia,Asia,"Chamoli, Rudraprayag, Bageshwar (new district), Tehri Garhwal, Pauri Garhwal district",,,Yes,No,No,25.0,6.6,Moment Magnitude,30.512,79.403,,1999,3.0,28.0,1999,3.0,28.0,100.0,394.0,372000.0,105500.0,477894.0,,,,,2000.0,3658.0,54.6682208422885,,2004-11-09,2023-09-25
1999-0121-IND,Yes,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,IND,India,Southern Asia,Asia,"Garhwal & Kumaon (districts of Nainital, Almora and Pithoragarh) Level 1 = Uttar Pradesh",,,No,No,No,,349.0,Km2,,,,1999,4.0,,1999,4.0,,6.0,,,,,,,,,,,54.6682208422885,,2003-07-01,2023-09-25
1999-0125-IND,Yes,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,IND,India,Southern Asia,Asia,"Orissa, Andhra Pradesh, Gujurat, Uttar Pradesh",,,No,No,No,,47.0,°C,,,,1999,4.0,,1999,4.0,,140.0,,,,,,,,,,,54.6682208422885,,2003-07-01,2023-09-25
1999-0177-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,O2a,IND,India,Southern Asia,Asia,Gujarat Coast,,,No,No,No,,200.0,Kph,,,,1999,5.0,20.0,1999,5.0,23.0,451.0,,40696.0,,40696.0,,,,,20000.0,36584.0,54.6682208422885,,2007-05-06,2023-09-25
1999-0213-IND,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Assam, Bihar, Gujarat, Karnataka, Kerala, Tripura, West Bengal, Arunachal Pradesh, Punjab",Monsoonal rain,,No,No,No,1328.0,,Km2,,,"Brahmaputra, Jamuna, Padma, Meghna, Gomti, Surma and Khowai",1999,7.0,11.0,1999,8.0,3.0,325.0,,5500000.0,,5500000.0,,,,,,,54.6682208422885,,2005-10-25,2023-09-25
1999-0371-IND,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Bihar, West Bengal, Madhya Prasdeh, Delhi",,,No,No,No,155.0,,Km2,,,,1999,9.0,,1999,9.0,,229.0,,22120000.0,,22120000.0,,,,,2400.0,4390.0,54.6682208422885,,2003-07-01,2023-09-25
1999-0401-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"Orissa, Ganjam, Puri, Khurda, Gajapathi",,,No,No,No,,200.0,Kph,,,,1999,10.0,18.0,1999,10.0,18.0,84.0,1000.0,500000.0,700000.0,1201000.0,,,,,470000.0,859732.0,54.6682208422885,,2003-07-01,2023-09-25
1999-0425-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,05B,IND,India,Southern Asia,Asia,"Kendrapara, Jagatsinghpur, Khurda, Puri, Cuttack, Nayagarh, Bhadrak, Keonjhar, Dhenkanal, Balasore, Mayurbhang, Jajapur (Orissa, Andhra Pradesh, West Bengal states)",,Flood|Surge,Yes,No,No,,260.0,Kph,,,,1999,10.0,28.0,1999,10.0,30.0,9843.0,3312.0,12625000.0,,12628312.0,,,100000.0,182922.0,2500000.0,4573041.0,54.6682208422885,,2006-07-07,2023-09-25
1999-0482-IND,Yes,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Acute jaundice syndrome,IND,India,Southern Asia,Asia,"Khanpur, Jhalawar district, Level 1 = Delhi & Rajahastan",,,No,No,No,,,Vaccinated,,,,1999,3.0,6.0,1999,3.0,6.0,,,285.0,,285.0,,,,,,,54.6682208422885,,2003-07-01,2023-09-25
1999-0483-IND,Yes,nat-bio-epi-par,Natural,Biological,Epidemic,Parasitic disease,,,IND,India,Southern Asia,Asia,Masarkal,,,No,No,No,,,Vaccinated,,,,1999,10.0,,1999,10.0,,1.0,,499.0,,499.0,,,,,,,54.6682208422885,,2003-07-01,2023-09-25
1999-0484-IND,Yes,nat-bio-epi-dis,Natural,Biological,Epidemic,Infectious disease (General),,Acute diarrhoeal syndrome,IND,India,Southern Asia,Asia,"Tehri Garhwal Disrict, Level 1 = Uttar Pradesh",,,No,No,No,,,Vaccinated,,,,1999,9.0,,1999,9.0,,11.0,,75.0,,75.0,,,,,,,54.6682208422885,,2003-07-01,2023-09-25
1999-0564-IND,Yes,nat-bio-epi-dis,Natural,Biological,Epidemic,Infectious disease (General),,,IND,India,Southern Asia,Asia,Orissa,,,No,No,No,,,Vaccinated,,,,1999,11.0,,1999,11.0,,69.0,,77880.0,,77880.0,,,,,,,54.6682208422885,,2003-07-01,2023-09-25
1999-0649-IND,Yes,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Japanese encephalitis,IND,India,Southern Asia,Asia,Andhra Pradesh,,,No,No,No,,,Vaccinated,,,,1999,9.0,,1999,12.0,6.0,200.0,,765.0,,765.0,,,,,,,54.6682208422885,,2005-06-15,2023-09-25
2000-0020-IND,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,"Bihar, Uttar Pradesh, West Bengal provinces",,,No,No,No,,,°C,,,,2000,1.0,,2000,1.0,,275.0,,,,,,,,,,,56.5142905592776,"[{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2003-07-01,2023-09-25
2000-0306-IND,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,,IND,India,Southern Asia,Asia,"Gonda, Banda districts (Uttar Pradesh)",,,No,No,No,,,Vaccinated,,,,2000,5.0,,2000,5.0,,84.0,,1055.0,,1055.0,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0308-IND,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,IND,India,Southern Asia,Asia,Delhi,,,No,No,No,,,,,,,2000,5.0,,2000,5.0,,,,192.0,,192.0,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0323-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,Andhra Pradesh province,,,No,No,No,4812.0,100.0,Kph,,,,2000,10.0,17.0,2000,10.0,17.0,,,,,,,,,,,,56.5142905592776,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""}]",2003-07-01,2023-09-25
2000-0332-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,"Yingkiang,Tuting villages (Upper Siang (70051) district, Arunachal Pradesh province), Along, Boleng villages (70054 district, Arunachal Pradesh province), Pasighat, Sika-bamin, Komlighat, Raneghat (70041 district, Arunachal Pradesh province), Tezu, Mahadevpur villages (Lohit district, Arunachal Pradesh province), Golaghat, Nagaon districts (Assam province), ",,Broken Dam/Burst bank,No,No,No,,55000.0,Km2,,,,2000,6.0,10.0,2000,6.0,10.0,20.0,,3000000.0,,3000000.0,,,,,,,56.5142905592776,"[{""adm2_code"":17582,""adm2_name"":""Golaghat""},{""adm2_code"":17589,""adm2_name"":""Nagaon""},{""adm2_code"":70041,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70051,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70054,""adm2_name"":""Administrative unit not available""},{""adm2_code"":17571,""adm2_name"":""East Siang""},{""adm2_code"":17572,""adm2_name"":""Lohit""},{""adm2_code"":17575,""adm2_name"":""West Siang""}]",2005-09-15,2023-09-25
2000-0358-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,"Moradabad, Bijnor districts (Uttar Pradesh province), Uttarakhand province",,,No,No,No,,,,,,,2000,6.0,,2000,6.0,,43.0,,,,,,,,,,,56.5142905592776,"[{""adm1_code"":70082,""adm1_name"":""Uttarakhand""},{""adm2_code"":17899,""adm2_name"":""Bijnor""},{""adm2_code"":17928,""adm2_name"":""Moradabad""}]",2003-07-01,2023-09-25
2000-0415-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,"Ghatkopar village (Mumbai Suburban district, Maharashtra province)",Heavy rain,,No,No,No,,,,,,,2000,7.0,12.0,2000,7.0,12.0,58.0,38.0,7000.0,,7038.0,,,,,,,56.5142905592776,"[{""adm2_code"":70183,""adm2_name"":""Mumbai Suburban""}]",2005-04-24,2023-09-25
2000-0444-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,"East Siang, 70041, West Siang, 70054, Upper Siang (70051), 70045, 70050, Lower Dibang Valley districts (Arunachal Pradesh province)",,,No,No,No,,,Km2,,,,2000,7.0,,2000,7.0,,130.0,,,,,,,,,,,56.5142905592776,"[{""adm2_code"":70041,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70045,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70050,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70051,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70054,""adm2_name"":""Administrative unit not available""},{""adm2_code"":17571,""adm2_name"":""East Siang""},{""adm2_code"":17575,""adm2_name"":""West Siang""},{""adm2_code"":70084,""adm2_name"":""Lower Dibang Valley""}]",2003-07-01,2023-09-25
2000-0445-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Katihar, Sitamarhi districts (Bihar province), Kinnaur district (Himachal Pradesh province), Bankura, Barddhaman, Birbhum, Haora, Hugli, Maldah, Murshidabad, Nadia, North 24 Parganas, West Midnapore districts (West Bengal province), Pithoragarh, Naini Tal districts (Uttarakhand province), Ahmadabad district (Gujarat province), Andhra Pradesh, Assam, Arunachal Pradesh, Madhya Pradesh, Punjab, Uttar Pradesh, Maharashtra, Rajasthan, Chandigarh, Kerala",Monsoonal rain,,Yes,No,No,7087.0,300000.0,Km2,,,"Brahmaputra and its tributaries, Bagmati, Kosi, Gandak, Murigandak, Kamlabalan, Mahananada, Adhwara, Ganges, Bhagra, Ganga, Burhi Gandak, Bagmati and Punpun",2000,8.0,2.0,2000,8.0,30.0,867.0,,22000000.0,,22000000.0,,,,,43000.0,76087.0,56.5142905592776,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1487,""adm1_name"":""Assam""},{""adm1_code"":1495,""adm1_name"":""Kerala""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":70036,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70037,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70072,""adm1_name"":""Arunachal Pradesh""},{""adm1_code"":70074,""adm1_name"":""Chandigarh""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""},{""adm2_code"":17635,""adm2_name"":""Ahmadabad""},{""adm2_code"":17670,""adm2_name"":""Kinnaur""},{""adm2_code"":17945,""adm2_name"":""Bankura""},{""adm2_code"":17946,""adm2_name"":""Barddhaman""},{""adm2_code"":17947,""adm2_name"":""Birbhum""},{""adm2_code"":17949,""adm2_name"":""Haora""},{""adm2_code"":17950,""adm2_name"":""Hugli""},{""adm2_code"":17953,""adm2_name"":""Maldah""},{""adm2_code"":17955,""adm2_name"":""Murshidabad""},{""adm2_code"":17956,""adm2_name"":""Nadia""},{""adm2_code"":70293,""adm2_name"":""North 24 Parganas""},{""adm2_code"":70296,""adm2_name"":""West Midnapore""},{""adm2_code"":17608,""adm2_name"":""Katihar""},{""adm2_code"":17630,""adm2_name"":""Sitamarhi""},{""adm2_code"":17932,""adm2_name"":""Pithoragarh""},{""adm2_code"":70285,""adm2_name"":""Naini Tal""}]",2008-01-03,2023-09-25
2000-0459-IND,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,,IND,India,Southern Asia,Asia,"Mumbai, Thane districts",,,No,No,No,,,,,,,2000,7.0,,2000,7.0,,27.0,,79.0,,79.0,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0498-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,"Pithoragarh, Naini Tal districts (Uttarakhand province)",,,No,No,No,,,,,,,2000,8.0,11.0,2000,8.0,11.0,86.0,,,,,,,,,,,56.5142905592776,"[{""adm2_code"":17932,""adm2_name"":""Pithoragarh""},{""adm2_code"":70285,""adm2_name"":""Naini Tal""}]",2003-07-01,2023-09-25
2000-0534-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,"Adilabad, Cuddapah, East Godavari, Guntur, Hyderabad, Karimnagar, Khammam, Krishna, Kurnool, Mahbubnagar, Medak, Nalgonda, Nellore, Nizamabad, Prakasam, Rangareddi, Vishakhapatnam, Warangal, West Godavari districts (Andhra Pradesh province)",Brief torrential rain,,No,No,No,,129500.0,Km2,,,Godavari,2000,8.0,23.0,2000,8.0,31.0,179.0,16.0,,252000.0,252016.0,,,,,173000.0,306117.0,56.5142905592776,"[{""adm2_code"":17547,""adm2_name"":""Adilabad""},{""adm2_code"":17550,""adm2_name"":""Cuddapah""},{""adm2_code"":17551,""adm2_name"":""East Godavari""},{""adm2_code"":17552,""adm2_name"":""Guntur""},{""adm2_code"":17553,""adm2_name"":""Hyderabad""},{""adm2_code"":17554,""adm2_name"":""Karimnagar""},{""adm2_code"":17555,""adm2_name"":""Khammam""},{""adm2_code"":17556,""adm2_name"":""Krishna""},{""adm2_code"":17557,""adm2_name"":""Kurnool""},{""adm2_code"":17558,""adm2_name"":""Mahbubnagar""},{""adm2_code"":17559,""adm2_name"":""Medak""},{""adm2_code"":17560,""adm2_name"":""Nalgonda""},{""adm2_code"":17561,""adm2_name"":""Nellore""},{""adm2_code"":17562,""adm2_name"":""Nizamabad""},{""adm2_code"":17563,""adm2_name"":""Prakasam""},{""adm2_code"":17564,""adm2_name"":""Rangareddi""},{""adm2_code"":17566,""adm2_name"":""Vishakhapatnam""},{""adm2_code"":17568,""adm2_name"":""Warangal""},{""adm2_code"":17569,""adm2_name"":""West Godavari""}]",2006-02-23,2023-09-25
2000-0568-IND,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Japanese encephalitis,IND,India,Southern Asia,Asia,Uttar Pradesh,,,No,No,No,,,Vaccinated,,,,2000,8.0,,2000,8.0,,34.0,,116.0,,116.0,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0610-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Birbhum, Bardhaman, Murshidabad, Maldah districts (West Bengal province), Dumka, Sahibganj, Deoghar districts (Jharkhand province), Banka, Bhagalpur, Munger, Sheikhpura districts (Bihar province)",Monsoonal rain,,No,No,No,,12680.0,Km2,,,"Ganges, Kosi, Bagmati, Burhi Ganduk, Hoogly, Kharia, Ichamati and Jamuna",2000,9.0,18.0,2000,10.0,21.0,884.0,,24600000.0,,24600000.0,,,,,691500.0,1223584.0,56.5142905592776,"[{""adm2_code"":17946,""adm2_name"":""Barddhaman""},{""adm2_code"":17947,""adm2_name"":""Birbhum""},{""adm2_code"":17953,""adm2_name"":""Maldah""},{""adm2_code"":17955,""adm2_name"":""Murshidabad""},{""adm2_code"":17596,""adm2_name"":""Bhagalpur""},{""adm2_code"":17614,""adm2_name"":""Munger""},{""adm2_code"":70095,""adm2_name"":""Banka""},{""adm2_code"":70102,""adm2_name"":""Sheikhpura""},{""adm2_code"":17600,""adm2_name"":""Deoghar""},{""adm2_code"":70142,""adm2_name"":""Dumka""},{""adm2_code"":70154,""adm2_name"":""Sahibganj""}]",2005-09-15,2023-09-25
2000-0698-IND,No,nat-bio-epi-dis,Natural,Biological,Epidemic,Infectious disease (General),,Enteric diseases,IND,India,Southern Asia,Asia,West Bengal,,,No,No,No,,,Vaccinated,,,,2000,10.0,,2000,10.0,,51.0,,,,,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0709-IND,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Japanese encephalitis,IND,India,Southern Asia,Asia,Andhra Pradesh state,,,No,No,No,,,Vaccinated,,,,2000,10.0,12.0,2000,10.0,12.0,14.0,,64.0,,64.0,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0738-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,North 24 Parganas district (West Bengal province),,,No,No,No,,309.0,Km2,,,,2000,10.0,19.0,2000,10.0,19.0,6.0,,534035.0,,534035.0,,,,,,,56.5142905592776,"[{""adm2_code"":70293,""adm2_name"":""North 24 Parganas""}]",2003-07-01,2023-09-25
2000-0785-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,03B,IND,India,Southern Asia,Asia,"Nagappattinam, Thanjavur, Sirkali, Papanasam, Tiruvallur, Tiruvarur areas (Cuddalore district, Tamil Nadu province), Andhra Pradesh province",,,No,No,No,,120.0,Kph,,,,2000,11.0,29.0,2000,11.0,29.0,,,30000.0,,30000.0,,,,,,,56.5142905592776,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm2_code"":70243,""adm2_name"":""Cuddalore""}]",2003-07-01,2023-09-25
2000-0795-IND,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,,IND,India,Southern Asia,Asia,Supaul district (Bihar),,,No,No,No,,,Vaccinated,,,,2000,10.0,26.0,2000,10.0,26.0,13.0,,287.0,,287.0,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-0874-IND,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Japanese Encephalitis,IND,India,Southern Asia,Asia,Nawadah district (Bihar),,,No,No,No,,,Vaccinated,,,,2000,8.0,31.0,2000,8.0,31.0,19.0,,58.0,,58.0,,,,,,,56.5142905592776,,2003-07-01,2023-09-25
2000-9222-IND,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,IND,India,Southern Asia,Asia,"New Delhi city (Delhi province), Gujarat, Rajasthan, Madhya Prasdesh, Andhra Pradesh, Orissa, Maharashtra provinces",,Food shortage|Heat wave,No,No,Yes,2247.0,,Km2,,,,2000,4.0,,2001,,,20.0,,50000000.0,,50000000.0,,,,,588000.0,1040445.0,56.5142905592776,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1489,""adm1_name"":""Delhi""},{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""}]",2008-01-03,2023-09-25
2001-0011-IND,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Bihar, Punjab provinces",,,No,No,No,,-22.0,°C,,,,2001,1.0,,2001,1.0,,125.0,,,,,,,,,,,58.1114743743821,"[{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2003-07-01,2023-09-25
2001-0033-IND,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000a8ds,,IND,India,Southern Asia,Asia,"Ahmadabad, Amreli, Anand, Banas Kantha, Bharuch, Bhavnagar, Dahdod, Gandhinagar, Jamnagar, Junagadh, Kachchh, Kheda, Mahesana, Navsari, Patan, Porbandar, Rajkot, Sabar Kantha, Surat, Surendranagar, Vadodara districts (Gurajat province)",,,Yes,No,No,118929.0,7.7,Moment Magnitude,23.419,70.232,,2001,1.0,26.0,2001,1.0,26.0,20005.0,166812.0,4365000.0,1790000.0,6321812.0,,,100000.0,172083.0,2623000.0,4513739.0,58.1114743743821,"[{""adm2_code"":17635,""adm2_name"":""Ahmadabad""},{""adm2_code"":17636,""adm2_name"":""Amreli""},{""adm2_code"":17637,""adm2_name"":""Banas Kantha""},{""adm2_code"":17638,""adm2_name"":""Bharuch""},{""adm2_code"":17639,""adm2_name"":""Bhavnagar""},{""adm2_code"":17640,""adm2_name"":""Gandhinagar""},{""adm2_code"":17641,""adm2_name"":""Jamnagar""},{""adm2_code"":17642,""adm2_name"":""Junagadh""},{""adm2_code"":17643,""adm2_name"":""Kachchh""},{""adm2_code"":17644,""adm2_name"":""Kheda""},{""adm2_code"":17645,""adm2_name"":""Mahesana""},{""adm2_code"":17647,""adm2_name"":""Rajkot""},{""adm2_code"":17648,""adm2_name"":""Sabar Kantha""},{""adm2_code"":17649,""adm2_name"":""Surat""},{""adm2_code"":17650,""adm2_name"":""Surendranagar""},{""adm2_code"":17652,""adm2_name"":""Vadodara""},{""adm2_code"":70124,""adm2_name"":""Anand""},{""adm2_code"":70125,""adm2_name"":""Dahod""},{""adm2_code"":70127,""adm2_name"":""Navsari""},{""adm2_code"":70129,""adm2_name"":""Patan""},{""adm2_code"":70130,""adm2_name"":""Porbandar""}]",2014-04-04,2023-09-25
2001-0061-IND,No,nat-bio-epi-dis,Natural,Biological,Epidemic,Infectious disease (General),,Unknown,IND,India,Southern Asia,Asia,Siliguri (West Bengal),,,No,No,No,,,Vaccinated,,,,2001,2.0,1.0,2001,2.0,1.0,28.0,,42.0,,42.0,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0243-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Silchar city (Cachar district, Assam province), Patharkandi village (Karimganj district, Assam province), West Tripura district (Tripura province)",Moosonal rain,,No,No,No,,,Km2,,,,2001,6.0,5.0,2001,6.0,22.0,5.0,,700000.0,,700000.0,,,,,,,58.1114743743821,"[{""adm2_code"":17577,""adm2_name"":""Cachar""},{""adm2_code"":17585,""adm2_name"":""Karimganj""},{""adm2_code"":17887,""adm2_name"":""West Tripura""}]",2005-09-19,2023-09-25
2001-0330-IND,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,,IND,India,Southern Asia,Asia,"Mumbai, Thane",,,No,No,No,,,,,,,2001,6.0,18.0,2001,6.0,18.0,16.0,,83.0,,83.0,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0332-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Marshagal, Mahakalpada villages (Kendrapara district, Orissa province), Kakatpur, Astaranga, Kanas, Delanga villages (Puri district, Orissa province), Banki, Kantapada villages (Cuttack district, Orissa province), Balipatna villages (Khordha district, Orissa province), Atharmalik villages (Angul district, Orissa province), Jajpur, Jagatsinghpur, Kalahandi, Koraput, Bolangir, Nayagarh, Baleshwar, Bhadrak districts (Orissa province), Dhamtari, Raipur, Mahasamund, Janjgir-Champa, Raigarh districts (Chhattisgarh province)",Monsoonal rain,,Yes,No,No,6430.0,105100.0,Km2,,,,2001,7.0,8.0,2001,7.0,10.0,100.0,,9670000.0,,9670000.0,,,,,90000.0,154875.0,58.1114743743821,"[{""adm2_code"":17809,""adm2_name"":""Cuttack""},{""adm2_code"":17812,""adm2_name"":""Kalahandi""},{""adm2_code"":17814,""adm2_name"":""Koraput""},{""adm2_code"":17818,""adm2_name"":""Puri""},{""adm2_code"":70206,""adm2_name"":""Angul""},{""adm2_code"":70207,""adm2_name"":""Baleshwar""},{""adm2_code"":70209,""adm2_name"":""Bhadrak""},{""adm2_code"":70210,""adm2_name"":""Bolangir""},{""adm2_code"":70214,""adm2_name"":""Jagatsinghpur""},{""adm2_code"":70215,""adm2_name"":""Jajpur""},{""adm2_code"":70218,""adm2_name"":""Kendrapara""},{""adm2_code"":70219,""adm2_name"":""Khordha""},{""adm2_code"":70222,""adm2_name"":""Nayagarh""},{""adm2_code"":70108,""adm2_name"":""Dhamtari""},{""adm2_code"":70109,""adm2_name"":""Janjgir-Champa""},{""adm2_code"":70115,""adm2_name"":""Mahasamund""},{""adm2_code"":70116,""adm2_name"":""Raipur""},{""adm2_code"":70297,""adm2_name"":""Raigarh""}]",2005-09-20,2023-09-25
2001-0337-IND,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,IND,India,Southern Asia,Asia,Uttar Pradesh province,,,No,No,No,,,Kph,,,,2001,5.0,24.0,2001,5.0,24.0,21.0,,,,,,,,,,,58.1114743743821,"[{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2003-07-01,2023-09-25
2001-0349-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Hosdurg borough (Kanhangad city, Kasaragod district, Kerala province), Vertak Nagar area (Thane district, Maharashtra province), Bhandup area (Mumbai Suburban district, Maharashtra province)",,,No,No,No,,,Km2,,,,2001,6.0,,2001,6.0,,28.0,4.0,,,4.0,,,,,,,58.1114743743821,"[{""adm2_code"":17701,""adm2_name"":""Kasaragod""},{""adm2_code"":17783,""adm2_name"":""Thane""},{""adm2_code"":70183,""adm2_name"":""Mumbai Suburban""}]",2003-07-01,2023-09-25
2001-0387-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Idukki, Kottayam, Pattanamtitta, Kollam, Alappuzha districts (Kerala province)",Monsoonal rain,,No,No,No,,4470.0,Km2,,,,2001,7.0,4.0,2001,7.0,16.0,86.0,,40000.0,,40000.0,,,,,116924.0,201206.0,58.1114743743821,"[{""adm2_code"":17700,""adm2_name"":""Idukki""},{""adm2_code"":17702,""adm2_name"":""Kottayam""},{""adm2_code"":17706,""adm2_name"":""Pattanamtitta""},{""adm2_code"":17707,""adm2_name"":""Kollam""},{""adm2_code"":70298,""adm2_name"":""Alappuzha""}]",2005-09-20,2023-09-25
